title,price,location,surface,rooms,baths,link,city,surface_m2,price_per_m2,segment
Appartement à vendre 56 m² à Casablanca,320000.0,"Appartements dans Casablanca, Lissasfa",appartement à vendre 56 m² à casablanca,2 chambres,1 sdb,https://www.avito.ma/fr/lissasfa/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_57855839.htm,Casablanca,56.0,5714.29,Economique
Magnifique appartement meublé front de mer,3200000.0,"Appartements dans Sidi Bouknadel, Toute la ville",,3 chambres,3 sdbs,https://www.avito.ma/fr/sidi_bouknadel/appartements/Magnifique_appartement_meubl%C3%A9_front_de_mer_56008340.htm,Sidi Bouknadel,130.0,24615.38,Luxe
Appartement à vendre titré,1150000.0,"Appartements dans Agadir, Hay Mohammadi",86 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_titr%C3%A9_57869854.htm,Agadir,86.0,13372.09,Moyen
Appartement à vendre dans le quartier Al-Zahour près de l'école Al-Arabi et Marjane,540000.0,"Appartements dans Marrakech, Hay Izdihar",50 m²,2 chambres,1 sdb,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_%C3%A0_vendre_dans_le_quartier_Al_Zahour_pr%C3%A8s_de_l_%C3%A9cole_Al_Arabi_et_Marjane_55171784.htm,Marrakech,50.0,10800.0,Economique
Appartement à vendre 70 m² au Vizir Center à Marrakech,1250000.0,"Appartements dans Marrakech, Route de Casablanca",70 m²,1 chambre,2 sdbs,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_au_Vizir_Center_%C3%A0_Marrakech_57822484.htm,Marrakech,70.0,17857.14,Moyen
Excellent appartement à vendre dans le quartier de Cherf près de Marjane,740000.0,"Appartements dans Marrakech, Hay Charaf",98 m²,2 chambres,1 sdb,https://www.avito.ma/fr/hay_charaf/appartements/Excellent_appartement_%C3%A0_vendre_dans_le_quartier_de_Cherf_pr%C3%A8s_de_Marjane_55906192.htm,Marrakech,98.0,7551.02,Moyen
Appartements de qualité à vendre à Ain Atiq,850000.0,"Appartements dans Temara, Ain Atig",88 m²,3 chambres,1 sdb,https://www.avito.ma/fr/ain_atig/appartements/Appartements_de_qualit%C3%A9_%C3%A0_vendre_%C3%A0_Ain_Atiq_56687150.htm,Temara,88.0,9659.09,Moyen
Appartement d’exception front mer- Tamaris Premium,2000000.0,"Appartements dans Tamaris, Toute la ville",117 m²,2 chambres,1 sdb,https://www.avito.ma/fr/tamaris/appartements/Appartement_d_exception_front_mer__Tamaris_Premium_57728469.htm,Tamaris,117.0,17094.02,Moyen
Appartement à vendre 110 m² à Casablanca,2000000.0,"Appartements dans Casablanca, Beauséjour",110 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_53752612.htm,Casablanca,110.0,18181.82,Moyen
Appartement à vendre 83 m² à Ain sebaa,1080000.0,"Appartements dans Casablanca, Ain Sebaa",83 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_Ain_sebaa_57361684.htm,Casablanca,83.0,13012.05,Moyen
Magnifique Appartement à vendre 77 m² à Marrakech,1078000.0,"Appartements dans Marrakech, Hay Izdihar",77 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/hay_izdihar/appartements/Magnifique_Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Marrakech_57790009.htm,Marrakech,77.0,14000.0,Moyen
Appartement à vendre 58 m² à Marrakech,1600000.0,"Appartements dans Marrakech, Route de Tahanaoute",60 m²,1 chambre,1 sdb,https://www.avito.ma/fr/route_de_tahanaoute/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Marrakech_57371568.htm,Marrakech,60.0,26666.67,Moyen
Appartement à vendre 140 m² à PRESTIGIA,2800000.0,"Appartements dans Bouskoura, Ville verte",160 m²,3 chambres,3 sdbs,https://www.avito.ma/fr/ville_verte/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_%C3%A0_PRESTIGIA_57608848.htm,Bouskoura,160.0,17500.0,Luxe
Appartement à vendre 79m² à Ain Sebaa,948000.0,"Appartements dans Casablanca, Ain Sebaa",79 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_79m%C2%B2_%C3%A0_Ain_Sebaa_57279649.htm,Casablanca,79.0,12000.0,Moyen
Appartement bien ensoleillé à vendre,660000.0,"Appartements dans El Jadida, Hay Essalam",100 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/hay_essalam/appartements/Appartement_bien_ensoleill%C3%A9_%C3%A0_vendre_57869828.htm,El Jadida,100.0,6600.0,Moyen
Appartement à vendre 140 m² la marina Casablanca,3900000.0,"Appartements dans Casablanca, Marina",155 m²,2 chambres,3 sdbs,https://www.avito.ma/fr/marina/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_la_marina_Casablanca_56471980.htm,Casablanca,155.0,25161.29,Luxe
Appartement à vendre 125 m² Sidi abbad Marrakech,1450000.0,"Appartements dans Marrakech, Sidi Abbad",125 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/sidi_abbad/appartements/Appartement_%C3%A0_vendre_125_m%C2%B2_Sidi_abbad_Marrakech_57374133.htm,Marrakech,125.0,11600.0,Moyen
Appart d exception à Agdal Marrakech pour investir,2000000.0,"Appartements dans Marrakech, Agdal",,2 chambres,2 sdbs,https://www.avito.ma/fr/agdal/appartements/Appart_d_exception_%C3%A0_Agdal_Marrakech_pour_investir_57588128.htm,Marrakech,73.0,27397.26,Moyen
Appartement à vendre Quartier Victor Hugo,1600000.0,"Appartements dans Marrakech, Guéliz",,2 chambres,2 sdbs,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_Quartier_Victor_Hugo_57869809.htm,Marrakech,73.0,21917.81,Moyen
Appartement en face zone villa,520000.0,"Appartements dans Kénitra, Seyad",68 m²,2 chambres,1 sdb,https://www.avito.ma/fr/seyad/appartements/Appartement_en_face_zone_villa_57279509.htm,Kénitra,68.0,7647.06,Economique
APPARTEMENT RÉSIDENCE TAOUIRT TAGHAZOUT BAY,3200000.0,"Appartements dans Agadir, Tamraght",99 m²,1 chambre,2 sdbs,https://www.avito.ma/fr/tamraght/appartements/APPARTEMENT_R%C3%89SIDENCE_TAOUIRT_TAGHAZOUT_BAY_57812541.htm,Agadir,99.0,32323.23,Luxe
Magnifique appartement à vendre route Casablanca,1200000.0,"Appartements dans Marrakech, Route de Casablanca",,2 chambres,1 sdb,https://www.avito.ma/fr/route_de_casablanca/appartements/Magnifique_appartement_%C3%A0_vendre_route_Casablanca_57869793.htm,Marrakech,73.0,16438.36,Moyen
appartement à Bahia Golf beach,1949000.0,"Appartements dans Bouznika, Autre secteur",121 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/appartement_%C3%A0_Bahia_Golf_beach_57728547.htm,Bouznika,121.0,16107.44,Moyen
"Appartement à vendre, 2 Mars Casablanca",2400000.0,"Appartements dans Casablanca, 2 Mars",159 m²,3 chambres,3 sdbs,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre__2_Mars_Casablanca_57807245.htm,Casablanca,159.0,15094.34,Luxe
Appt titré 121m² 3ch avec Parking Maamora Kénitra,900000.0,"Appartements dans Kénitra, Maamora",121 m²,3 chambres,1 sdb,https://www.avito.ma/fr/maamora/appartements/Appt_titr%C3%A9_121m%C2%B2_3ch_avec_Parking_Maamora_K%C3%A9nitra_57556339.htm,Kénitra,121.0,7438.02,Moyen
Appartement à vendre 82 m² à Kénitra,640000.0,"Appartements dans Kénitra, alliance",82 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_K%C3%A9nitra_57403368.htm,Kénitra,82.0,7804.88,Moyen
Appartement de Luxe 270 m²–Hay Riad Rabat,8000000.0,"Appartements dans Rabat, Hay Riad",270 m²,3 chambres,4 sdbs,https://www.avito.ma/fr/hay_riad/appartements/Appartement_de_Luxe_270_m%C2%B2_Hay_Riad_Rabat_57801889.htm,Rabat,270.0,29629.63,Luxe
Bel appartement à Jnane Californie,1690000.0,"Appartements dans Casablanca, Mandarona",123 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/mandarona/appartements/Bel_appartement_%C3%A0_Jnane_Californie_57864480.htm,Casablanca,123.0,13739.84,Moyen
Appartement RDC meublé 60m² Route de Guemassa,610000.0,"Appartements dans Marrakech, M'Hamid",appartement rdc meublé 60m² route de guemassa,2 chambres,1 sdb,https://www.avito.ma/fr/m_hamid/appartements/Appartement_RDC_meubl%C3%A9_60m%C2%B2_Route_de_Guemassa_57826966.htm,Marrakech,60.0,10166.67,Moyen
appartement deux salons à sidi bernoussi,600000.0,"Appartements dans Casablanca, Sidi Bernoussi",86 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/sidi_bernoussi/appartements/appartement_deux_salons_%C3%A0_sidi_bernoussi_57869760.htm,Casablanca,86.0,6976.74,Moyen
Appartement 74 m² à ALMAZ,830000.0,"Appartements dans Casablanca, Almaz",74 m²,2 chambres,1 sdb,https://www.avito.ma/fr/almaz/appartements/Appartement_74_m%C2%B2_%C3%A0_ALMAZ_57443082.htm,Casablanca,74.0,11216.22,Moyen
Appartements à vendre 137 m² à Marrakech,2400000.0,"Appartements dans Marrakech, Guéliz",appartements à vendre 137 m² à marrakech,3 chambres,2 sdbs,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartements_%C3%A0_vendre_137_m%C2%B2_%C3%A0_Marrakech_57274587.htm,Marrakech,137.0,17518.25,Luxe
Appartement à Bouznika,520000.0,"Appartements dans Bouznika, Autre secteur",,2 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_Bouznika_57112944.htm,Bouznika,88.5,5875.71,Economique
Appartement à vendre 256 m² à Tanger,1900000.0,"Appartements dans Tanger, Achakar",256 m²,3 chambres,3 sdbs,https://www.avito.ma/fr/achakar/appartements/Appartement_%C3%A0_vendre_256_m%C2%B2_%C3%A0_Tanger_57767426.htm,Tanger,256.0,7421.88,Moyen
Appartement à vendre 120 m² à Tanger,2500000.0,"Appartements dans Tanger, Autre secteur",165 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Tanger_57778013.htm,Tanger,165.0,15151.52,Luxe
Appartement Avec Terrasse à vendre à Tamraght,1030000.0,"Appartements dans Agadir, Tamraght",80 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/tamraght/appartements/Appartement_Avec_Terrasse_%C3%A0_vendre_%C3%A0_Tamraght_57414199.htm,Agadir,80.0,12875.0,Moyen
hamza had soualem fiha 70000dh da3d,500000.0,"Appartements dans Had Soualem, Toute la ville",74 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/had_soualem/appartements/hamza_had_soualem_fiha_70000dh_da3d_54050262.htm,Had Soualem,74.0,6756.76,Economique
Appartement à vendre 176 m² à Tanger,3500000.0,"Appartements dans Tanger, Administratif",176 m²,4 chambres,2 sdbs,https://www.avito.ma/fr/administratif/appartements/Appartement_%C3%A0_vendre_176_m%C2%B2_%C3%A0_Tanger_57778075.htm,Tanger,176.0,19886.36,Luxe
Appartement à vendre 70 m² à Tanger,1200000.0,"Appartements dans Tanger, Hay Hassani",appartement à vendre 70 m² à tanger,2 chambres,1 sdb,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Tanger_57778111.htm,Tanger,70.0,17142.86,Moyen
À vendre appartement de luxe à malabata hills,8000000.0,"Appartements dans Tanger, Sania",366 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/sania/appartements/%C3%80_vendre_appartement_de_luxe_%C3%A0_malabata_hills_57061349.htm,Tanger,366.0,21857.92,Luxe
Appartement à vendre 68 m² à Kénitra,340000.0,"Appartements dans Kénitra, Bir Rami",68 m²,2 chambres,1 sdb,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_68_m%C2%B2_%C3%A0_K%C3%A9nitra_57694394.htm,Kénitra,68.0,5000.0,Economique
Appartement à vendre 70 m² à Kénitra,340000.0,"Appartements dans Kénitra, Bir Rami",70 m²,2 chambres,1 sdb,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57806806.htm,Kénitra,70.0,4857.14,Economique
"Appartement 124 m² – Centre Ville, Tanger",1800000.0,"Appartements dans Tanger, Centre ville",124 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/centre_ville/appartements/Appartement_124_m%C2%B2___Centre_Ville__Tanger_57723798.htm,Tanger,124.0,14516.13,Moyen
Appartement à vendre 94 m² à Kénitra,680000.0,"Appartements dans Kénitra, Seyad",94 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_K%C3%A9nitra_57806366.htm,Kénitra,94.0,7234.04,Moyen
Appartement à vendre 90 m² à Kénitra,600000.0,"Appartements dans Kénitra, Seyad",90 m²,3 chambres,1 sdb,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_57491963.htm,Kénitra,90.0,6666.67,Moyen
Appartement à vendre 90 m² à Kénitra,660000.0,"Appartements dans Kénitra, Mimosas",90 m²,2 chambres,1 sdb,https://www.avito.ma/fr/mimosas/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_57726965.htm,Kénitra,90.0,7333.33,Moyen
Appartement à vendre 95 m² à Kénitra,490000.0,"Appartements dans Kénitra, Bir Rami",95 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_K%C3%A9nitra_57806454.htm,Kénitra,95.0,5157.89,Economique
Appartement à vendre 80 m² à Kénitra,610000.0,"Appartements dans Kénitra, Seyad",80 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57806414.htm,Kénitra,80.0,7625.0,Moyen
Appartement à vendre 329 m² à Fès,2300000.0,"Appartements dans Fès, Champ de course",329 m²,3 chambres,3 sdbs,https://www.avito.ma/fr/champ_de_course/appartements/Appartement_%C3%A0_vendre_329_m%C2%B2_%C3%A0_F%C3%A8s_57661838.htm,Fès,329.0,6990.88,Luxe
Appartement 86m² à vendre – Al Azdihar Marrakech,1300000.0,"Appartements dans Marrakech, Hay Izdihar",86 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_86m%C2%B2_%C3%A0_vendre___Al_Azdihar_Marrakech_57834491.htm,Marrakech,86.0,15116.28,Moyen
LES PRINCESSES JOLI APPARTEMENT NEUF À VENDRE,1470000.0,"Appartements dans Casablanca, Gauthier",66 m²,2 chambres,1 sdb,https://www.avito.ma/fr/gauthier/appartements/LES_PRINCESSES_JOLI_APPARTEMENT_NEUF_%C3%80_VENDRE_57734105.htm,Casablanca,66.0,22272.73,Moyen
Super Appartement Vue sur Mer à Dar Bouazza,2390000.0,"Appartements dans Dar Bouazza, Toute la ville",132 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/dar_bouazza/appartements/Super_Appartement_Vue_sur_Mer_%C3%A0_Dar_Bouazza_57692835.htm,Dar Bouazza,132.0,18106.06,Luxe
Appartement à vendre à Berrechid El Qabbah,340000.0,"Appartements dans Berrechid, Toute la ville",70 m²,2 chambres,1 sdb,https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_%C3%A0_Berrechid_El_Qabbah_57707198.htm,Berrechid,70.0,4857.14,Economique
Appartement de Grande Superficie 93 m²,850000.0,"Appartements dans Marrakech, Hay Charaf",93 m²,2 chambres,1 sdb,https://www.avito.ma/fr/hay_charaf/appartements/Appartement_de_Grande_Superficie_93_m%C2%B2_57807028.htm,Marrakech,93.0,9139.78,Moyen
Appartement à vendre 123 m² à Tanger,3500000.0,"Appartements dans Tanger, Centre ville",202 m²,3 chambres,3 sdbs,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_123_m%C2%B2_%C3%A0_Tanger_57854903.htm,Tanger,202.0,17326.73,Luxe
Vente appartement 50m Haut Agdal,1550000.0,"Appartements dans Rabat, Agdal",50 m²,1 chambre,1 sdb,https://www.avito.ma/fr/agdal/appartements/Vente_appartement_50m_Haut_Agdal_57842666.htm,Rabat,50.0,31000.0,Moyen
Appartement divisé en 2 studios à 2 min de Marina,3200000.0,"Appartements dans Tanger, Autre secteur",84 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_divis%C3%A9_en_2_studios_%C3%A0_2_min_de_Marina_57108799.htm,Tanger,84.0,38095.24,Luxe
Studio RACINE avec grande terrasse à vendre,1300000.0,"Appartements dans Casablanca, Racine",74 m²,1 chambre,1 sdb,https://www.avito.ma/fr/racine/appartements/Studio_RACINE_avec_grande_terrasse_%C3%A0_vendre_57685728.htm,Casablanca,74.0,17567.57,Moyen
Appartement à vendre Abdelatif Ben Kaddour,3500000.0,"Appartements dans Casablanca, Anfa",,3 chambres,2 sdbs,https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_Abdelatif_Ben_Kaddour_57554171.htm,Casablanca,100.0,35000.0,Luxe
Appartement à vendre,550000.0,"Appartements dans Tanger, Autre secteur",60 m²,2 chambres,1 sdb,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_57762062.htm,Tanger,60.0,9166.67,Economique
Appartement titré à vendre. Tétouan Nouvelle Station,550000.0,"Appartements dans Tétouan, Centre ville",70 m²,2 chambres,1 sdb,https://www.avito.ma/fr/centre_ville/appartements/Appartement_titr%C3%A9_%C3%A0_vendre__T%C3%A9touan_Nouvelle_Station_57869578.htm,Tétouan,70.0,7857.14,Economique
Appartement à vendre 57 m² à Sidi Rahal,430000.0,"Appartements dans Sidi Rahal, Toute la ville",57 m²,2 chambres,1 sdb,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_57_m%C2%B2_%C3%A0_Sidi_Rahal_57869581.htm,Sidi Rahal,57.0,7543.86,Economique
À vendre grand appartement deux façades,2200000.0,"Appartements dans Casablanca, Belvédère",250 m²,5 chambres,3 sdbs,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/%C3%80_vendre_grand_appartement_deux_fa%C3%A7ades_57622437.htm,Casablanca,250.0,8800.0,Luxe
Projet Neuf & Unique de haut Standing au Parc de M...,1820000.0,"Appartements dans Mohammedia, Quartier du Parc",60 m²,2 chambres,,https://www.avito.ma/fr/quartier_du_parc/appartements/Projet_Neuf___Unique_de_haut_Standing_au_Parc_de_M____56714305.htm,Mohammedia,60.0,30333.33,Moyen
Appartement à vendre 102 m² à Agadir,2750000.0,"Appartements dans Agadir, Founty",appartement à vendre 102 m² à agadir,2 chambres,3 sdbs,https://www.avito.ma/fr/founty/appartements/Appartement_%C3%A0_vendre_102_m%C2%B2_%C3%A0_Agadir_57094364.htm,Agadir,102.0,26960.78,Luxe
👉 Appartement 64m² à vendre à Azouzia 2 chambres et salon,400000.0,"Appartements dans Marrakech, Azzouzia",64 m²,2 chambres,1 sdb,https://www.avito.ma/fr/azzouzia/appartements/___Appartement_64m%C2%B2_%C3%A0_vendre_%C3%A0_Azouzia_2_chambres_et_salon_57838796.htm,Marrakech,64.0,6250.0,Economique
Appartements magnifiques et subventionnés à vendre Meknès,520000.0,"Appartements dans Meknès, Autre secteur",110 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartements_magnifiques_et_subventionn%C3%A9s_%C3%A0_vendre_Mekn%C3%A8s_57869566.htm,Meknès,110.0,4727.27,Economique
Appartement à vendre sur quartier des hopitaux,1950000.0,"Appartements dans Casablanca, Quartier des Hôpitaux",136 m²,3 chambres,0 sdb,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_%C3%A0_vendre_sur_quartier_des_hopitaux_57627351.htm,Casablanca,136.0,14338.24,Moyen
Appartement à vendre 170 m² à Tanger,1200000.0,"Appartements dans Tanger, Aharrarine",170 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/aharrarine/appartements/Appartement_%C3%A0_vendre_170_m%C2%B2_%C3%A0_Tanger_57855479.htm,Tanger,170.0,7058.82,Moyen
Duplex luxueux à vendre 318 m² à Racine,4000000.0,"Appartements dans Casablanca, Racine",318 m²,4 chambres,3 sdbs,https://www.avito.ma/fr/racine/appartements/Duplex_luxueux_%C3%A0_vendre_318_m%C2%B2_%C3%A0_Racine_57639979.htm,Casablanca,318.0,12578.62,Luxe
Appartement à vendre 68m² à Bouznika,480000.0,"Appartements dans Bouznika, Autre secteur",72 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_68m%C2%B2_%C3%A0_Bouznika_53253973.htm,Bouznika,72.0,6666.67,Economique
Appart à vendre avec garage à Bouznika,760000.0,"Appartements dans Bouznika, Autre secteur",146 m²,4 chambres,1 sdb,https://www.avito.ma/fr/autre_secteur/appartements/Appart_%C3%A0_vendre_avec_garage_%C3%A0_Bouznika_52394624.htm,Bouznika,146.0,5205.48,Moyen
Superbe Appartement à vendre 75 m² à Marrakech,1050000.0,"Appartements dans Marrakech, Hay Izdihar",75 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/hay_izdihar/appartements/Superbe_Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Marrakech_57790073.htm,Marrakech,75.0,14000.0,Moyen
CMN-SI-1879 - Appartement à vendre à Ziraoui,3480000.0,"Appartements dans Casablanca, Bourgogne",260 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1879___Appartement_%C3%A0_vendre_%C3%A0_Ziraoui_57331613.htm,Casablanca,260.0,13384.62,Luxe
Rez-de-chaussée vue piscine à Sidi Rahal,1330000.0,"Appartements dans Sidi Rahal, Toute la ville",,2 chambres,1 sdb,https://www.avito.ma/fr/sidi_rahal/appartements/Rez_de_chauss%C3%A9e_vue_piscine_%C3%A0_Sidi_Rahal_57506386.htm,Sidi Rahal,91.0,14615.38,Moyen
Lux petit appartement Tamaris,990000.0,"Appartements dans Dar Bouazza, Toute la ville",65 m²,1 chambre,1 sdb,https://www.avito.ma/fr/dar_bouazza/appartements/Lux_petit_appartement_Tamaris_57535585.htm,Dar Bouazza,65.0,15230.77,Moyen
Somptueux appartement à vendre,2850000.0,"Appartements dans Dar Bouazza, Toute la ville",200 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/dar_bouazza/appartements/Somptueux_appartement_%C3%A0_vendre_57767132.htm,Dar Bouazza,200.0,14250.0,Luxe
Très bel appartement Oulfa - idéal famille,749000.0,"Appartements dans Casablanca, Oulfa",112 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/oulfa/appartements/Tr%C3%A8s_bel_appartement_Oulfa___id%C3%A9al_famille_57869521.htm,Casablanca,112.0,6687.5,Moyen
appartement,850000.0,"Appartements dans Casablanca, Hay Mohammadi",102 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/hay_mohammadi/appartements/appartement_57869520.htm,Casablanca,102.0,8333.33,Moyen
Joli Duplex à vendre de 82 m² à Marrakech,1476000.0,"Appartements dans Marrakech, Guéliz",82 m²,1 chambre,2 sdbs,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Joli_Duplex_%C3%A0_vendre_de_82_m%C2%B2_%C3%A0_Marrakech_57765962.htm,Marrakech,82.0,18000.0,Moyen
Bel appartement familial,950000.0,"Appartements dans Agadir, Hay Salam",124 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/hay_salam/appartements/Bel_appartement_familial_57723942.htm,Agadir,124.0,7661.29,Moyen
Appartement enregistré et entièrement équipé à vendre,64000000.0,"Appartements dans Safi, Autre secteur",120 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_enregistr%C3%A9_et_enti%C3%A8rement_%C3%A9quip%C3%A9_%C3%A0_vendre_57869506.htm,Safi,120.0,533333.33,Luxe
Appartement à vendre 134 m² à Tanger,2546000.0,"Appartements dans Tanger, De La Plage",134 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/de_la_plage/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Tanger_56300463.htm,Tanger,134.0,19000.0,Luxe
Appartement à vendre 153 m² à Tétouan,1989000.0,"Appartements dans Tétouan, Safir",153 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/safir/appartements/Appartement_%C3%A0_vendre_153_m%C2%B2_%C3%A0_T%C3%A9touan_56915569.htm,Tétouan,153.0,13000.0,Moyen
Duplex en plein centre Av Med V,1200000.0,"Appartements dans Kénitra, Mimosas",160 m²,3 chambres,3 sdbs,https://www.avito.ma/fr/mimosas/appartements/Duplex_en_plein_centre_Av_Med_V_57209150.htm,Kénitra,160.0,7500.0,Moyen
MAARIF PRES TWIN BEL APPARTEMENT A VENDRE 150 m²,2250000.0,"Appartements dans Casablanca, Maarif",150 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/maarif/appartements/MAARIF_PRES_TWIN_BEL_APPARTEMENT_A_VENDRE_150_m%C2%B2_56113861.htm,Casablanca,150.0,15000.0,Luxe
Appartement à vendre 186 m² à Tanger,7200000.0,"Appartements dans Tanger, Malabata",186 m²,4 chambres,2 sdbs,https://www.avito.ma/fr/malabata/appartements/Appartement_%C3%A0_vendre_186_m%C2%B2_%C3%A0_Tanger_57325686.htm,Tanger,186.0,38709.68,Luxe
Appartement à saisir à Sidi Bouzid El Jadida,750000.0,"Appartements dans El Jadida, Autre secteur",81 m²,2 chambres,1 sdb,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_saisir_%C3%A0_Sidi_Bouzid_El_Jadida_57682924.htm,El Jadida,81.0,9259.26,Moyen
Superbe studio de 52m² à saisir vite,988000.0,"Appartements dans Marrakech, Guéliz",52 m²,1 chambre,1 sdb,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Superbe_studio_de_52m%C2%B2_%C3%A0_saisir_vite_57765547.htm,Marrakech,52.0,19000.0,Moyen
LES PRINCESSES JOLI STUDIO NEUF À VENDRE 57 m²,1280000.0,"Appartements dans Casablanca, Les Princesses",57 m²,1 chambre,1 sdb,https://www.avito.ma/fr/les_princesses/appartements/LES_PRINCESSES_JOLI_STUDIO_NEUF_%C3%80_VENDRE_57_m%C2%B2_56920733.htm,Casablanca,57.0,22456.14,Moyen
MAÂRIF JOLI APPARTEMENT 109 m² À VENDRE,1050000.0,"Appartements dans Casablanca, Maarif",109 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/maarif/appartements/MA%C3%82RIF_JOLI_APPARTEMENT_109_m%C2%B2_%C3%80_VENDRE_57654876.htm,Casablanca,109.0,9633.03,Moyen
Appartement à vendre Californie,2600000.0,"Appartements dans Casablanca, Californie",127 m²,3 chambres,1 sdb,https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_vendre_Californie_57816399.htm,Casablanca,127.0,20472.44,Luxe
